9.9968918200081625e-01	9.9720379718118013e-01	9.9223920660017206e-01	9.8480775301220802e-01	9.7492791218182362e-01	9.6262424695001203e-01	9.4792734616713170e-01	9.3087374864420425e-01	9.1150585231167314e-01	8.8987180881146855e-01	8.6602540378443871e-01	8.4002592315077151e-01	8.1193800571585650e-01	7.8183148246802980e-01	7.4978120296773421e-01	7.1586684925971855e-01	6.8017273777091936e-01	6.4278760968653936e-01	6.0380441032547738e-01	5.6332005806362218e-01	5.2143520337949789e-01	4.7825397862131824e-01	4.3388373911755806e-01	3.8843479627469479e-01	3.4202014332566860e-01	2.9475517441090437e-01	2.4675739769029362e-01	1.9814614319939763e-01	1.4904226617617472e-01	9.9567846595816675e-02	4.9845885660697718e-02
-9.9720379718118013e-01	-9.7492791218182362e-01	-9.3087374864420402e-01	-8.6602540378443849e-01	-7.8183148246802969e-01	-6.8017273777091947e-01	-5.6332005806362206e-01	-4.3388373911755801e-01	-2.9475517441090354e-01	-1.4904226617617403e-01	-3.2162452993532732e-16	1.4904226617617428e-01	2.9475517441090460e-01	4.3388373911755823e-01	5.6332005806362184e-01	6.8017273777091902e-01	7.8183148246802991e-01	8.6602540378443860e-01	9.3087374864420425e-01	9.7492791218182351e-01	9.9720379718118024e-01	9.9720379718118013e-01	9.7492791218182351e-01	9.3087374864420436e-01	8.6602540378443849e-01	7.8183148246803014e-01	6.8017273777091936e-01	5.6332005806362218e-01	4.3388373911755890e-01	2.9475517441090426e-01	1.4904226617617611e-01
9.9223920660017195e-01	9.3087374864420391e-01	8.1193800571585639e-01	6.4278760968653925e-01	4.3388373911755790e-01	1.9814614319939725e-01	-4.9845885660697600e-02	-2.9475517441090388e-01	-5.2143520337949856e-01	-7.1586684925971888e-01	-8.6602540378443815e-01	-9.6262424695001203e-01	-9.9968918200081625e-01	-9.7492791218182362e-01	-8.8987180881146843e-01	-7.4978120296773454e-01	-5.6332005806362240e-01	-3.4202014332566905e-01	-9.9567846595816481e-02	1.4904226617617383e-01	3.8843479627469546e-01	6.0380441032547738e-01	7.8183148246803014e-01	9.1150585231167303e-01	9.8480775301220813e-01	9.9720379718118024e-01	9.4792734616713170e-01	8.4002592315077163e-01	6.8017273777092035e-01	4.7825397862131824e-01	2.4675739769029634e-01
-9.8480775301220769e-01	-8.6602540378443782e-01	-6.4278760968653847e-01	-3.4202014332566799e-01	3.6739403974420594e-16	3.4202014332566871e-01	6.4278760968653903e-01	8.6602540378443826e-01	9.8480775301220813e-01	9.8480775301220791e-01	8.6602540378443882e-01	6.4278760968653925e-01	3.4202014332566810e-01	-2.4492935982947064e-16	-3.4202014332566860e-01	-6.4278760968653892e-01	-8.6602540378443860e-01	-9.8480775301220802e-01	-9.8480775301220802e-01	-8.6602540378443882e-01	-6.4278760968653825e-01	-3.4202014332566866e-01	5.6655388976479796e-16	3.4202014332566849e-01	6.4278760968654014e-01	8.6602540378443804e-01	9.8480775301220813e-01	9.8480775301220813e-01	8.6602540378443960e-01	6.4278760968653936e-01	3.4202014332567243e-01
9.7492791218182351e-01	7.8183148246802947e-01	4.3388373911755768e-01	-4.8985871965894128e-16	-4.3388373911755856e-01	-7.8183148246803014e-01	-9.7492791218182373e-01	-9.7492791218182351e-01	-7.8183148246802847e-01	-4.3388373911755779e-01	-1.4089627996560444e-15	4.3388373911755845e-01	7.8183148246803003e-01	9.7492791218182373e-01	9.7492791218182351e-01	7.8183148246803069e-01	4.3388373911755868e-01	6.4324905987065464e-16	-4.3388373911755834e-01	-7.8183148246802880e-01	-9.7492791218182406e-01	-9.7492791218182362e-01	-7.8183148246802914e-01	-4.3388373911755879e-01	1.0106430996148606e-15	4.3388373911755662e-01	7.8183148246802991e-01	9.7492791218182351e-01	9.7492791218182417e-01	7.8183148246802991e-01	4.3388373911756262e-01
-9.6262424695001136e-01	-6.8017273777091714e-01	-1.9814614319939600e-01	3.4202014332566893e-01	7.8183148246803014e-01	9.9223920660017217e-01	9.1150585231167336e-01	5.6332005806362206e-01	4.9845885660695095e-02	-4.7825397862132035e-01	-8.6602540378443826e-01	-9.9968918200081625e-01	-8.4002592315077140e-01	-4.3388373911755779e-01	9.9567846595817411e-02	6.0380441032547683e-01	9.3087374864420414e-01	9.8480775301220824e-01	7.4978120296773387e-01	2.9475517441090510e-01	-2.4675739769029567e-01	-7.1586684925971833e-01	-9.7492791218182384e-01	-9.4792734616713181e-01	-6.4278760968653825e-01	-1.4904226617617622e-01	3.8843479627469502e-01	8.1193800571585617e-01	9.9720379718117991e-01	8.8987180881146866e-01	5.2143520337950333e-01
9.4792734616713137e-01	5.6332005806362040e-01	-4.9845885660699869e-02	-6.4278760968653925e-01	-9.7492791218182373e-01	-9.1150585231167258e-01	-4.7825397862131941e-01	1.4904226617617389e-01	7.1586684925971977e-01	9.9223920660017217e-01	8.6602540378443960e-01	3.8843479627469568e-01	-2.4675739769029506e-01	-7.8183148246803014e-01	-9.9968918200081625e-01	-8.1193800571585739e-01	-2.9475517441090499e-01	3.4202014332566871e-01	8.4002592315077185e-01	9.9720379718118035e-01	7.4978120296773265e-01	1.9814614319939811e-01	-4.3388373911755912e-01	-8.8987180881146821e-01	-9.8480775301220780e-01	-6.8017273777092113e-01	-9.9567846595816481e-02	5.2143520337949734e-01	9.3087374864420291e-01	9.6262424695001214e-01	6.0380441032548315e-01
-9.3087374864420303e-01	-4.3388373911755734e-01	2.9475517441090615e-01	8.6602540378443849e-01	9.7492791218182340e-01	5.6332005806362040e-01	-1.4904226617617400e-01	-7.8183148246803025e-01	-9.9720379718118002e-01	-6.8017273777091714e-01	-1.1640334398265739e-15	6.8017273777091936e-01	9.9720379718118024e-01	7.8183148246802947e-01	1.4904226617617455e-01	-5.6332005806361996e-01	-9.7492791218182329e-01	-8.6602540378443960e-01	-2.9475517441090326e-01	4.3388373911755684e-01	9.3087374864420547e-01	9.3087374864420425e-01	4.3388373911755707e-01	-2.9475517441090304e-01	-8.6602540378443948e-01	-9.7492791218182417e-01	-5.6332005806362162e-01	1.4904226617617339e-01	7.8183148246802714e-01	9.9720379718118013e-01	6.8017273777092557e-01
9.1150585231167236e-01	2.9475517441090099e-01	-5.2143520337949922e-01	-9.8480775301220858e-01	-7.8183148246802925e-01	-4.9845885660698273e-02	7.1586684925971866e-01	9.9720379718118024e-01	6.0380441032547461e-01	-1.9814614319939908e-01	-8.6602540378443837e-01	-9.4792734616713137e-01	-3.8843479627469230e-01	4.3388373911755868e-01	9.6262424695001214e-01	8.4002592315077229e-01	1.4904226617617455e-01	-6.4278760968653903e-01	-9.9968918200081625e-01	-6.8017273777092124e-01	9.9567846595819173e-02	8.1193800571585684e-01	9.7492791218182340e-01	4.7825397862131891e-01	-3.4202014332567110e-01	-9.3087374864420314e-01	-8.8987180881146843e-01	-2.4675739769029448e-01	5.6332005806361818e-01	9.9223920660017206e-01	7.4978120296774042e-01
-8.8987180881146677e-01	-1.4904226617617217e-01	7.1586684925971888e-01	9.8480775301220758e-01	4.3388373911755723e-01	-4.7825397862131769e-01	-9.9223920660017229e-01	-6.8017273777091958e-01	1.9814614319939919e-01	9.1150585231167458e-01	8.6602540378443948e-01	9.9567846595816314e-02	-7.4978120296773565e-01	-9.7492791218182351e-01	-3.8843479627469557e-01	5.2143520337949589e-01	9.9720379718118013e-01	6.4278760968654103e-01	-2.4675739769029334e-01	-9.3087374864420358e-01	-8.4002592315076952e-01	-4.9845885660696990e-02	7.8183148246803114e-01	9.6262424695001247e-01	3.4202014332566644e-01	-5.6332005806361907e-01	-9.9968918200081625e-01	-6.0380441032547827e-01	2.9475517441089910e-01	9.4792734616713170e-01	8.1193800571586272e-01
