-3.9085645998319674e+00	-1.6250922769379851e+01	-1.8095086217781137e+01	-9.7547819192334071e+00	5.0542759414393910e+00	2.1014529984485200e+01	2.3399270139409929e+01	1.2614185670741854e+01	-3.2989443281258750e+00	-1.3716260311819358e+01	-1.5272788902520425e+01	-8.2333249617886128e+00	1.1457113416074287e+00	4.7636072151053437e+00	5.3041839216287832e+00	2.8594037515084731e+00
-3.6806649930903035e+00	-2.0721698996406230e+00	2.5917359933728708e+01	2.9934497653700198e+01	4.7595724844548517e+00	2.6795817755650653e+00	-3.3514474542470609e+01	-3.8709149470543558e+01	-3.1065903076563472e+00	-1.7489727910922859e+00	2.1875019682941119e+01	2.5265602941350146e+01	1.0789074913645440e+00	6.0741187592444179e-01	-7.5971146087419132e+00	-8.7746518168433632e+00
-7.0462238394844183e+00	7.9520480156257234e-01	6.8052119392196584e+00	-3.7487326939685367e+01	9.1116722572357833e+00	-1.0283019237362971e+00	-8.8000129209256901e+00	4.8475927625264333e+01	-5.9472216913011406e+00	6.7117641343988399e-01	5.7438005065973163e+00	-3.1640414639582019e+01	2.0654484177513646e+00	-2.3309712217372497e-01	-1.9948009817060293e+00	1.0988600685578957e+01
-6.6815932727615603e+00	1.7527887867457899e+01	-1.4627485655167209e+01	1.7307611205218553e+01	8.6401581108455829e+00	-2.2665809836313954e+01	1.8915217323986369e+01	-2.2380963825462612e+01	-5.6394626894406166e+00	1.4794056689471754e+01	-1.2346031287018002e+01	1.4608136660020467e+01	1.9585648380840142e+00	-5.1379219688560571e+00	4.2877316688191609e+00	-5.0733526202440586e+00
5.0542759414393936e+00	2.1014529984485200e+01	2.3399270139409921e+01	1.2614185670741902e+01	-6.3571308080500497e+00	-2.6431504240945159e+01	-2.9430965545336971e+01	-1.5865779643819662e+01	4.2038978215316058e+00	1.7478851144231150e+01	1.9462360564445341e+01	1.0491858433539555e+01	-1.3028548666106550e+00	-5.4169742564599508e+00	-6.0316954059270529e+00	-3.2515939730777950e+00
4.7595724844548535e+00	2.6795817755650635e+00	-3.3514474542470630e+01	-3.8709149470543579e+01	-5.9864608154849526e+00	-3.3703050754452750e+00	4.2153594520380182e+01	4.8687315355110293e+01	3.9587779991931407e+00	2.2287441602774347e+00	-2.7875689446180999e+01	-3.2196364230603535e+01	-1.2268883310300982e+00	-6.9072329988021075e-01	8.6391199779095693e+00	9.9781658845667209e+00
9.1116722572357851e+00	-1.0283019237362996e+00	-8.8000129209256954e+00	4.8475927625264333e+01	-1.1460413537063927e+01	1.2933701909238242e+00	1.1068416900665582e+01	-6.0971703271826129e+01	7.5786402635141439e+00	-8.5529089965766492e-01	-7.3194173757742931e+00	4.0319889317823076e+01	-2.3487412798281389e+00	2.6506826718752519e-01	2.2684039797398863e+00	-1.2495775646561784e+01
8.6401581108455812e+00	-2.2665809836313969e+01	1.8915217323986376e+01	-2.2380963825462629e+01	-1.0867355868432776e+01	2.8508439125466598e+01	-2.3791045875708779e+01	2.8150167560535476e+01	7.1864580170761752e+00	-1.8852304404850912e+01	1.5732746257509939e+01	-1.8615383520759071e+01	-2.2271977575871862e+00	5.8426292891526330e+00	-4.8758285517224040e+00	5.7692037350728471e+00
-3.2989443281258790e+00	-1.3716260311819370e+01	-1.5272788902520427e+01	-8.2333249617886342e+00	4.2038978215316067e+00	1.7478851144231161e+01	1.9462360564445344e+01	1.0491858433539548e+01	-2.6057097332213126e+00	-1.0833948512919916e+01	-1.2063390811854111e+01	-6.5031879461556148e+00	6.9323459490456285e-01	2.8823117988994613e+00	3.2093980906663186e+00	1.7301370156330236e+00
-3.1065903076563539e+00	-1.7489727910922848e+00	2.1875019682941140e+01	2.5265602941350174e+01	3.9587779991931478e+00	2.2287441602774352e+00	-2.7875689446181006e+01	-3.2196364230603557e+01	-2.4537766620602004e+00	-1.3814465997604213e+00	1.7278239955819160e+01	1.9956331769133484e+01	6.5281364559615251e-01	3.6752619133186731e-01	-4.5967797271219828e+00	-5.3092711722166852e+00
-5.9472216913011486e+00	6.7117641343988577e-01	5.7438005065973234e+00	-3.1640414639582037e+01	7.5786402635141492e+00	-8.5529089965766492e-01	-7.3194173757742975e+00	4.0319889317823097e+01	-4.6974825596562813e+00	5.3013653437504993e-01	4.5368079594797788e+00	-2.4991551293123596e+01	1.2497391316448681e+00	-1.4103987906483423e-01	-1.2069925471175449e+00	6.6488633464584392e+00
