3.4202014332566866e-01	3.4202014332566866e-01	3.4202014332566866e-01	3.4202014332566866e-01	6.4278760968653936e-01	6.4278760968653936e-01	6.4278760968653936e-01	6.4278760968653936e-01	8.6602540378443860e-01	8.6602540378443860e-01	8.6602540378443860e-01	8.6602540378443860e-01	9.8480775301220802e-01	9.8480775301220802e-01	9.8480775301220802e-01	9.8480775301220802e-01
2.6277883444179906e-01	1.0899505986265631e-01	-5.3827682013322616e-02	-1.5699555661229062e-01	4.9386266324736111e-01	2.0484370691011303e-01	-1.0116295116385929e-01	-2.9505513208949175e-01	6.6537936622864335e-01	2.7598517973307285e-01	-1.3629647539788495e-01	-3.9752670408672303e-01	7.5664149768916023e-01	3.1383876677276934e-01	-1.5499063317718190e-01	-4.5205068870178239e-01
1.1358071421702981e-01	-1.2602120024173061e-01	-8.6631229027160264e-02	9.4337872239134701e-02	2.1346191802667211e-01	-2.3684238385947526e-01	-1.6281345329287303e-01	1.7729720480751743e-01	2.8759646415991064e-01	-3.1909688056245417e-01	-2.1935797222080758e-01	2.3887187784804922e-01	3.2704263224370195e-01	-3.6286358410120589e-01	-2.4944468232003331e-01	2.7163507704665213e-01
-3.8094118218427696e-02	-8.4852090791467855e-02	1.1333326015624347e-01	-5.0491860795792168e-02	-7.1593523570405104e-02	-1.5946976714999658e-01	2.1299685651686326e-01	-9.4893657999110440e-02	-9.6457693371915634e-02	-2.1485303606712980e-01	2.8696988848273908e-01	-1.2784987956649935e-01	-1.0968764178883281e-01	-2.4432185794146444e-01	3.2633011667310674e-01	-1.4538551879490261e-01
6.4278760968653925e-01	6.4278760968653925e-01	6.4278760968653925e-01	6.4278760968653925e-01	9.8480775301220813e-01	9.8480775301220813e-01	9.8480775301220813e-01	9.8480775301220813e-01	8.6602540378443871e-01	8.6602540378443871e-01	8.6602540378443871e-01	8.6602540378443871e-01	3.4202014332566888e-01	3.4202014332566888e-01	3.4202014332566888e-01	3.4202014332566888e-01
4.9386266324736106e-01	2.0484370691011300e-01	-1.0116295116385927e-01	-2.9505513208949169e-01	7.5664149768916034e-01	3.1383876677276940e-01	-1.5499063317718192e-01	-4.5205068870178244e-01	6.6537936622864347e-01	2.7598517973307285e-01	-1.3629647539788498e-01	-3.9752670408672308e-01	2.6277883444179923e-01	1.0899505986265640e-01	-5.3827682013322650e-02	-1.5699555661229073e-01
2.1346191802667208e-01	-2.3684238385947523e-01	-1.6281345329287300e-01	1.7729720480751737e-01	3.2704263224370195e-01	-3.6286358410120589e-01	-2.4944468232003333e-01	2.7163507704665213e-01	2.8759646415991069e-01	-3.1909688056245422e-01	-2.1935797222080761e-01	2.3887187784804925e-01	1.1358071421702989e-01	-1.2602120024173069e-01	-8.6631229027160320e-02	9.4337872239134771e-02
-7.1593523570405090e-02	-1.5946976714999656e-01	2.1299685651686320e-01	-9.4893657999110426e-02	-1.0968764178883281e-01	-2.4432185794146447e-01	3.2633011667310674e-01	-1.4538551879490264e-01	-9.6457693371915648e-02	-2.1485303606712983e-01	2.8696988848273913e-01	-1.2784987956649935e-01	-3.8094118218427724e-02	-8.4852090791467910e-02	1.1333326015624354e-01	-5.0491860795792202e-02
8.6602540378443849e-01	8.6602540378443849e-01	8.6602540378443849e-01	8.6602540378443849e-01	8.6602540378443860e-01	8.6602540378443860e-01	8.6602540378443860e-01	8.6602540378443860e-01	1.2246467991473532e-16	1.2246467991473532e-16	1.2246467991473532e-16	1.2246467991473532e-16	-8.6602540378443849e-01	-8.6602540378443849e-01	-8.6602540378443849e-01	-8.6602540378443849e-01
6.6537936622864324e-01	2.7598517973307279e-01	-1.3629647539788492e-01	-3.9752670408672297e-01	6.6537936622864335e-01	2.7598517973307285e-01	-1.3629647539788495e-01	-3.9752670408672303e-01	9.4091317357409436e-17	3.9027073050658678e-17	-1.9273688924330031e-17	-5.6214263878173567e-17	-6.6537936622864324e-01	-2.7598517973307279e-01	1.3629647539788492e-01	3.9752670408672297e-01
